iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-02-29,102.0,9.0,2.429,,,,18.095,1.597,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,266.4,7.43,3.68,47.2589959734058
SGP,Asia,Singapore,2020-03-01,106.0,4.0,2.429,,,,18.804,0.71,0.431,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-02,108.0,2.0,2.714,,,,19.159,0.355,0.482,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-03,110.0,2.0,2.714,,,,19.514,0.355,0.482,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-04,110.0,0.0,2.429,,,,19.514,0.0,0.431,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-05,117.0,7.0,3.429,,,,20.756,1.242,0.608,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-06,130.0,13.0,5.286,,,,23.062,2.306,0.938,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-07,138.0,8.0,5.143,,,,24.481,1.419,0.912,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-08,150.0,12.0,6.286,,,,26.61,2.129,1.115,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-09,150.0,0.0,6.0,,,,26.61,0.0,1.064,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-10,160.0,10.0,7.143,,,,28.384,1.774,1.267,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-11,178.0,18.0,9.714,,,,31.577,3.193,1.723,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-12,178.0,0.0,8.714,,,,31.577,0.0,1.546,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-13,200.0,22.0,10.0,,,,35.48,3.903,1.774,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-14,212.0,12.0,10.571,,,,37.609,2.129,1.875,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-15,226.0,14.0,10.857,,,,40.092,2.484,1.926,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-16,243.0,17.0,13.286,,,,43.108,3.016,2.357,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-17,266.0,23.0,15.143,,,,47.188,4.08,2.686,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-18,313.0,47.0,19.286,,,,55.526,8.338,3.421,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
